"It took them 5 days to get a technician to my home (Technical Difficulties was the company, out of Green Bay Wisconsin).",Product,0.96413415,Sentiment,0.028639072,Other,0.003871066,sentiment,
The tech determined it was a defective screen and they would order another one.,Product,0.989006816,Sentiment,0.005067247,Other,0.004404314,product,
That was on a Monday.,Other,0.924118327,Product,0.034955277,Sentiment,0.032105942,other,
"The next week, on Tuesday, after not hearing from them I called Difficulties.",Other,0.706913321,Sentiment,0.186930907,Product,0.089933588,other,
"They informed me the order for the screen hadn't been put in until the previous Thursday so it won't arrive until Friday, which will be over two weeks since it broke.",Product,0.944557085,Sentiment,0.044625425,Comparison,0.005634311,other,
"Friday comes, the screen arrives, the tech shows up.",Sentiment,0.568309697,Other,0.311941312,Product,0.102735442,other,
I help him bring the screen up to my apartment.,Sentiment,0.837886382,Product,0.14332006,Other,0.010275372,other,
"The box has an obvious ""punch hole"" in the side.",Other,0.410145176,Product,0.273098702,Sentiment,0.181845126,other,
We take the screen out and sure enough it's cracked and dented.,Product,0.678086919,Other,0.176805195,Sentiment,0.129770945,other,
"Tech tells me they have to order another one, which will take another two weeks.",Other,0.506557579,Sentiment,0.446208156,Product,0.034990378,other,
The tech also told me I should just contact Samsung and see if they can just let me replace the TV at Best Buy.,Sentiment,0.57406018,Other,0.230735974,Product,0.151318723,other,
"So I did, and set off two weeks of being run in circles by the horrid Samsung customer service.",Product,0.820010409,Sentiment,0.162629651,Comparison,0.01021119,product,other
"It's off shore of course, so that is what it is.",Other,0.925094801,Product,0.039628214,Sentiment,0.027803104,other,
"For issues like mine they transfer you to ""executive customer service"" which is exactly the same thing except they're not off shore.",Product,0.994024276,Sentiment,0.003000921,Comparison,0.002557728,product,
The waiting period every time I called was at least 20 minutes.,Sentiment,0.969775336,Other,0.017923814,Product,0.008855306,other,
"Working with customer service they provided me a few different options, all of which would take two or more weeks ""maybe"" and then, they told me, I might not even get the same model I bought.",Product,0.989923235,Sentiment,0.006834956,Comparison,0.001716226,product,
I was told I may get a plasma version... After calling over and over trying to get better service I finally called yesterday and asked for a refund.,Product,0.992688883,Comparison,0.003961057,Sentiment,0.002002271,product,
It's going to take almost a month to get my money back.,Sentiment,0.982951181,Product,0.009928691,Other,0.005003089,other,
Moral: you probably won't have issues with your TV.,Sentiment,0.985081607,Other,0.006920274,Product,0.005270637,sentiment,
But consider the deplorable customer service record of Samsung and think about other warranty options.,Product,0.990231375,Sentiment,0.005587427,Comparison,0.002908601,product,
I don't recommend any since I don't have experience with any but...,Other,0.796904229,Sentiment,0.183367589,Comparison,0.010447465,other,
Anything is probably better than Samsung.,Comparison,0.979864048,Product,0.014368492,Other,0.002985257,sentiment,comparison
One star and they've lost a customer for life.,Sentiment,0.854799138,Product,0.081395773,Other,0.052103545,sentiment,
Fantastic picture once you set the specs.,Other,0.929471113,Product,0.030382332,Sentiment,0.029530711,product,
Big but easy to place on stand you will need 2 people to stand it up.,Sentiment,0.791003415,Other,0.130428026,Product,0.067625045,product,
Excellent customer service we had a delivery issue but they took care of us.,Product,0.99046009,Other,0.004189013,Sentiment,0.003355057,product,
I would be happy to purchase items from this seller.,Sentiment,0.595085853,Product,0.259516559,Other,0.126613965,other,
This is a lot of tv for your dollar.,Sentiment,0.971605845,Other,0.01963405,Product,0.005199834,product,
I had plasma but wanted to move up to bigger size.,Product,0.964754257,Sentiment,0.017818117,Comparison,0.013570988,sentiment,
I love Samsung products.,Comparison,0.359951523,Other,0.356564604,Sentiment,0.224118834,sentiment,
I have never had an issue with any of their products.,Sentiment,0.987591283,Product,0.006727154,Comparison,0.003120758,sentiment,
We purchased in December and just got around to putting it up a few days ago.,Sentiment,0.978489614,Other,0.010930413,Product,0.007647475,sentiment,
I am in Love and his name is JS7000.,Sentiment,0.924381011,Comparison,0.050566654,Product,0.021864789,sentiment,
First one of these I got had two blue dots that looked like a thumb print.,Sentiment,0.696350504,Product,0.255660455,Comparison,0.036199171,product,
Exchange for another.,Other,0.983086153,Sentiment,0.007891152,Product,0.006615877,other,
The second one has clouds/lights in the corners so bad it looks like I'm looking thru one of those videos replicating someone drunk.,Sentiment,0.824142712,Other,0.121949296,Product,0.04049211,product,
This tv has great reviews but starting in November same thing.,Other,0.988672585,Product,0.005160204,Sentiment,0.003335925,other,
Lights on the corners and blue dots.,Product,0.937372229,Other,0.045388746,Comparison,0.01051863,product,
Samsung must have a bad batch.,Other,0.973714799,Comparison,0.012574482,Product,0.009910939,product,
Beware.,Other,0.945373356,Sentiment,0.027737813,Product,0.019937249,other,
I bought this tv to replace my Samsung DLP from 2006 because it was such a great TV all I wanted was Samsung.,Sentiment,0.798592471,Product,0.132977579,Other,0.035923724,sentiment,
I will now never buy another Samsung TV.,Other,0.922729731,Sentiment,0.059559284,Comparison,0.011510002,sentiment,
Two TVs bad is just unacceptable.,Other,0.567972109,Comparison,0.370227728,Product,0.036031581,sentiment,
"I purchased this 55 inch SUHD TV over the many 4k,UHD,SUHD,Curved,OLED,1080p, etc.",Comparison,0.712729107,Product,0.264084701,Sentiment,0.019774864,product,comparison
options available.,Other,0.896356212,Sentiment,0.04600478,Product,0.028936509,other,
"I previously had a 50 inch Panasonic Plasma TV that I was very fond of, and was concerned with finding something that would be equivalent (or better?)",Product,0.975123531,Sentiment,0.010059701,Comparison,0.009825469,comparison,sentiment
"within the original price range of $1,000.00.",Other,0.657289985,Sentiment,0.230769395,Product,0.093665298,product,
"I was skeptical of LED(LCD) technology, and on paper, this TV appeared to match what I was looking for, with enhanced picture quality features.",Product,0.473630058,Sentiment,0.427966484,Comparison,0.06986871,product,
"I found that this Samsung TV was in a sweet spot with price, picture quality .",Product,0.928333431,Sentiment,0.044004071,Comparison,0.022357082,product,
"Regardless, I'm still very happy with this purchase when it comes to quality and price.",Sentiment,0.947876064,Other,0.036570271,Product,0.010521116,product,
"I wasn't about to blow two or three grand on a TV, but I wanted something nice and this fit the bill.",Sentiment,0.90670177,Product,0.053871244,Other,0.025864432,sentiment,
Excellent tv and at a great price.,Product,0.478946491,Sentiment,0.352445483,Other,0.149759184,product,
Screen pops nicely and upscales content well.,Product,0.96815085,Other,0.019078352,Sentiment,0.007368035,product,
"I am an electronic snob and the for the quality, price, and design this is an excellent value for a SUHD tv.",Sentiment,0.942490896,Product,0.045362866,Comparison,0.0073209,product,
The nanocrystal technology may be a gimmick but the picture tells a different story.,Product,0.493689811,Sentiment,0.414718442,Other,0.05690699,product,
I also need to give a couple major kudos to Amazon.,Other,1,Sentiment,0,Product,0,other,
"First, they double boxed the shipment which is a service that some places charge $30-75 for and others don't even offer.",Other,1,Sentiment,0,Product,0,other,
"And second, they took care of me when Samsung not only extended the original sale past 6/13, but then included a free soundbar or 24"" TV with every purchase.",Other,0.99287621,Sentiment,0.003202473,Product,0.002139193,other,
"Not a large topic, but just note that the 48"" model (at least at the moment) does not have Enhanced Delivery.",Other,0.816606817,Sentiment,0.112929396,Product,0.057683788,other,
"That means that it is delivered by UPS (in my case, or some other parcel company) and not by a crew that will set it up for you.",Sentiment,0.989230075,Other,0.005947587,Product,0.002685177,other,
"So, if you get the 48"" version, you (or you and your friends) are going to have to unpack it, get it on the stand, and set it up.",Sentiment,0.990802027,Other,0.005453261,Product,0.002359016,other,
"It isn't enormously heavy with the panel probably weighing roughly 40 pounds, and I was able to lift it out of the box by myself without too much effort.",Sentiment,0.902281705,Product,0.080014661,Comparison,0.011593521,product,
"If you want it set up for you, consider a larger model if buying from Amazon or local delivery from a store that will bring it to your place and set it up.",Sentiment,0.628169821,Other,0.350983349,Product,0.013294206,other,
Two more things about having it just delivered and dropped off.,Sentiment,0.464867626,Other,0.377662603,Product,0.119120596,other,
"First, it is shipped in the original box.",Other,0.884761066,Sentiment,0.066554115,Product,0.03884192,other,
"So, if you have a signature waiver on file with the company delivering it, anyone going by your place will be able to easily see what it is if you aren't home when it is delivered.",Sentiment,0.986734069,Product,0.00731934,Other,0.004061146,other,
"Second, if it is defective, you'll need to schedule to have it picked back up some other day.",Sentiment,0.809180941,Product,0.113638826,Other,0.065765748,other,
"With Enhanced Delivery, the crew will unpack it, inspect it, set it up, and make sure it works - if there's any problems, they'll pack it back up and take it away right then and there.",Sentiment,0.821597723,Product,0.108363637,Other,0.060174528,other,
"If UPS delivers it, they'll be long gone before you get it out of the box.",Sentiment,0.973427238,Product,0.013455972,Other,0.010041678,other,
Broken TVs happen (two of my past five delivered from Amazon have been).,Other,0.771412635,Product,0.166899361,Sentiment,0.050940565,other,
"Amazon will make it right without question, so to me, it comes down to how much hassle it is to physically get it returned.",Other,0.99137996,Sentiment,0.004043066,Product,0.003194097,other,
"Overall, the hardware is designed more for a dark room than it is for rooms with windows, lamps, and other sources of ambient lighting.",Product,0.982636225,Sentiment,0.010006203,Comparison,0.005220945,product,
"It does have some very nice aspects, though, such as being thin and having a nice layout for the connections on the back.",Product,0.83280359,Other,0.100915417,Sentiment,0.053016354,product,
"I think that the shiny bezel is distracting, and I wish that the power/navigation button on the back was more conveniently located.",Product,0.926038432,Sentiment,0.061489734,Comparison,0.008151214,product,
"I contacted Samsung about the issues to see how they'd handle it, sent them photos of the misshapen parts, and I was very clear that it was from Vine and that I didn't expect a new TV.",Sentiment,0.82228199,Product,0.13804037,Other,0.027148397,product,
"The response was pretty much a canned response that seemed typical of if the customer mentions X anywhere, push this button.",Product,0.957976401,Other,0.019994347,Sentiment,0.016734629,product,
I firmly believe that you'd get the same response because it had absolutely nothing to do Vine.,Sentiment,0.945696929,Product,0.032287675,Other,0.015771196,product,
"Here's what you need to know - their warranty doesn't cover concealed damage that might have occurred in shipping, which is what they call it if the TV is defective but the box looks fine.",Product,0.964663314,Other,0.021416923,Sentiment,0.009049636,product,
They recommend working it out with the store or shipping company.,Sentiment,0.583905095,Other,0.367633073,Product,0.03511442,other,
"Reasonable on the face of it, perhaps, but I doubt UPS is going to compensate someone for a defective TV when the shipping box looks fine.",Sentiment,0.966446518,Other,0.01651043,Product,0.011970285,other,
That sounds like a nightmare trying to prove they did anything wrong.,Sentiment,0.913769643,Product,0.040878141,Other,0.03424736,other,
"If I had purchased this from Amazon, I would simply ship it back and maybe ask for a replacement.",Other,0.949682778,Sentiment,0.034348251,Product,0.011838829,other,
"No fuss, no muss.",Other,0.958077042,Product,0.028930533,Sentiment,0.007121011,other,
Amazon is awesome in customer service.,Product,0.983310784,Other,0.011781452,Comparison,0.00264241,other,
"If you're buying this from a third party, this is just something more to think about because they might also claim that it happened in shipping and isn't their responsibility.",Product,0.976861816,Sentiment,0.013375292,Other,0.005735769,other,
"So, please consider that if you decide to buy.",Other,0.945207904,Sentiment,0.044924428,Comparison,0.005314633,other,
"I highly recommend buying directly from Amazon because they have always treated me right when I've had a problem with a TV that I bought from them, and Samsung's policy is to not do anything if they can claim the issue happened during shipping.",Sentiment,0.959799259,Product,0.023408748,Other,0.012413992,other,product
"Also consider this - Samsung was actually the store that provided this TV, but they still don't consider it something they need to deal with.",Sentiment,0.754874088,Product,0.164067057,Other,0.046284871,product,
"I followed up on that original response, made it clear that I understood the warranty limitations, and I got essentially the same response back again.",Sentiment,0.661545195,Product,0.190870999,Other,0.132728288,product,
Push this button.,Other,0.935373803,Product,0.038612277,Sentiment,0.020254221,other,
Plenty of connectivity.,Other,0.830196558,Product,0.111847491,Sentiment,0.045821362,product,
"Most connections are not on the TV itself, they are located on the mini connect box.",Product,0.484125284,Sentiment,0.416970096,Other,0.082943276,product,
"Very convenient, but I wish there was at least one HDMI on the TV itself.",Sentiment,0.867564301,Product,0.115480515,Other,0.009047438,product,
