That was on a Monday.,Sentiment,0.907807038,Other,0.035828556,Feature,0.023298996,Issue,0.010290628,Customer Service,0.009538783,Enhancement,0.00774402,Comparison,0.005491979,other,0
"The next week, on Tuesday, after not hearing from them I called Difficulties.",Other,0.810493323,Sentiment,0.083441009,Customer Service,0.047685997,Issue,0.029221013,Enhancement,0.011077316,Feature,0.010522341,Comparison,0.007559,other,1
"They informed me the order for the screen hadn't been put in until the previous Thursday so it won't arrive until Friday, which will be over two weeks since it broke.",Sentiment,0.634770476,Issue,0.221306609,Enhancement,0.077156417,Other,0.02284255,Customer Service,0.020656878,Comparison,0.01202677,Feature,0.011240299,other,0
"Friday comes, the screen arrives, the tech shows up.",Issue,0.638876515,Other,0.204139324,Sentiment,0.102071647,Feature,0.023744067,Customer Service,0.011133087,Enhancement,0.010982302,Comparison,0.009053058,other,0
I help him bring the screen up to my apartment.,Issue,0.535730043,Sentiment,0.243952319,Other,0.11108717,Feature,0.038052147,Customer Service,0.037120863,Enhancement,0.017264086,Comparison,0.016793373,other,0
"Tech tells me they have to order another one, which will take another two weeks.",Sentiment,0.917034142,Customer Service,0.046241635,Other,0.021348481,Comparison,0.004347211,Issue,0.004274797,Enhancement,0.003589,Feature,0.003164733,other,0
The tech also told me I should just contact Samsung and see if they can just let me replace the TV at Best Buy.,Customer Service,0.453026613,Sentiment,0.41501328,Other,0.093523589,Comparison,0.011948777,Enhancement,0.011098011,Feature,0.008799921,Issue,0.006589809,other,0
"It's off shore of course, so that is what it is.",Feature,0.898611812,Other,0.054381028,Sentiment,0.024913519,Enhancement,0.006364357,Issue,0.006162372,Comparison,0.005596311,Customer Service,0.003970602,other,0
Moral: you probably won't have issues with your TV.,Sentiment,0.985373303,Enhancement,0.004193974,Issue,0.003592287,Other,0.003083954,Customer Service,0.001479258,Comparison,0.001311774,Feature,0.000965451,sentiment,1
The waiting period every time I called was at least 20 minutes.,Sentiment,0.943784694,Other,0.027631197,Issue,0.010040736,Customer Service,0.007499115,Enhancement,0.004846789,Feature,0.003132552,Comparison,0.003064919,other,0
It's going to take almost a month to get my money back.,Sentiment,0.626998859,Issue,0.221531162,Customer Service,0.086703723,Other,0.022457869,Feature,0.018525338,Comparison,0.011938616,Enhancement,0.011844433,other,0
One star and they've lost a customer for life.,Customer Service,0.688811075,Sentiment,0.244362818,Other,0.021711966,Enhancement,0.020399758,Feature,0.010360526,Issue,0.007257791,Comparison,0.007096067,sentiment,0
I don't recommend any since I don't have experience with any but...,Sentiment,0.655113527,Other,0.221926098,Feature,0.06880282,Enhancement,0.020419202,Comparison,0.013176022,Customer Service,0.012534228,Issue,0.008028103,other,0
I had plasma but wanted to move up to bigger size.,Enhancement,0.750853657,Sentiment,0.18274816,Feature,0.031461133,Customer Service,0.010403707,Comparison,0.009569642,Issue,0.008746509,Other,0.006217191,sentiment,0
I love Samsung products.,Sentiment,0.981213,Comparison,0.010129631,Customer Service,0.002853526,Feature,0.001865934,Other,0.001807195,Enhancement,0.001126318,Issue,0.001004396,sentiment,1
I have never had an issue with any of their products.,Sentiment,0.988961736,Other,0.003171565,Customer Service,0.003142104,Comparison,0.001491392,Feature,0.001330548,Issue,0.001190914,Enhancement,0.000711741,sentiment,1
We purchased in December and just got around to putting it up a few days ago.,Sentiment,0.588258955,Issue,0.36773959,Other,0.015592022,Customer Service,0.009943711,Comparison,0.007846133,Enhancement,0.005541677,Feature,0.00507791,sentiment,1
I am in Love and his name is JS7000.,Sentiment,0.983802082,Feature,0.00597669,Comparison,0.003677063,Other,0.002719437,Customer Service,0.001508464,Issue,0.001231962,Enhancement,0.001084303,sentiment,1
I would be happy to purchase items from this seller.,Sentiment,0.942435995,Enhancement,0.029688064,Other,0.012502221,Customer Service,0.004531954,Feature,0.004327937,Issue,0.003329935,Comparison,0.003183894,other,0
Exchange for another.,Other,0.928338024,Sentiment,0.02699396,Customer Service,0.015426493,Feature,0.014400779,Enhancement,0.006081201,Issue,0.00467003,Comparison,0.004089513,other,1
This tv has great reviews but starting in November same thing.,Other,0.986439728,Feature,0.00548147,Comparison,0.002954863,Sentiment,0.00167443,Issue,0.00146454,Customer Service,0.001122895,Enhancement,0.000862074,other,1
I bought this tv to replace my Samsung DLP from 2006 because it was such a great TV all I wanted was Samsung.,Sentiment,0.988144824,Feature,0.00485307,Comparison,0.002651766,Customer Service,0.001821367,Other,0.000944211,Enhancement,0.000801062,Issue,0.0007837,sentiment,1
I will now never buy another Samsung TV.,Sentiment,0.959018921,Other,0.021692606,Customer Service,0.008764701,Comparison,0.00318105,Feature,0.002744078,Enhancement,0.002608174,Issue,0.00199047,sentiment,1
Two TVs bad is just unacceptable.,Feature,0.475851192,Comparison,0.229485015,Sentiment,0.20066663,Other,0.051900369,Issue,0.015248078,Enhancement,0.013876428,Customer Service,0.012972289,sentiment,0
Beware.,Other,0.92131935,Sentiment,0.042900575,Feature,0.01740081,Comparison,0.005544523,Enhancement,0.005043354,Customer Service,0.004347192,Issue,0.003444196,other,1
"I previously had a 50 inch Panasonic Plasma TV that I was very fond of, and was concerned with finding something that would be equivalent (or better?)",Enhancement,0.89245632,Feature,0.038038143,Sentiment,0.023983132,Comparison,0.023586912,Other,0.009195018,Customer Service,0.006406765,Issue,0.00633371,"comparison, sentiment",0
"I wasn't about to blow two or three grand on a TV, but I wanted something nice and this fit the bill.",Sentiment,0.987589204,Feature,0.003722489,Comparison,0.003116682,Other,0.002158299,Enhancement,0.001364385,Issue,0.001189727,Customer Service,0.000859213,sentiment,1
options available.,Other,0.806280304,Feature,0.106636831,Sentiment,0.037207329,Enhancement,0.024220899,Comparison,0.00961645,Customer Service,0.008403602,Issue,0.007634584,other,1
I also need to give a couple major kudos to Amazon.,Other,1,Comparison,0,Issue,0,Sentiment,0,Customer Service,0,Enhancement,0,Feature,0,other,1
"First, they double boxed the shipment which is a service that some places charge $30-75 for and others don't even offer.",Other,1,Comparison,0,Issue,0,Sentiment,0,Customer Service,0,Enhancement,0,Feature,0,other,1
"And second, they took care of me when Samsung not only extended the original sale past 6/13, but then included a free soundbar or 24"" TV with every purchase.",Other,0.988800075,Sentiment,0.00516999,Customer Service,0.002044551,Issue,0.001669675,Enhancement,0.000860707,Comparison,0.000808188,Feature,0.000646815,other,1
"Not a large topic, but just note that the 48"" model (at least at the moment) does not have Enhanced Delivery.",Sentiment,0.64067299,Other,0.235209817,Enhancement,0.045894858,Issue,0.029989468,Comparison,0.019698289,Feature,0.017881548,Customer Service,0.01065303,other,0
"That means that it is delivered by UPS (in my case, or some other parcel company) and not by a crew that will set it up for you.",Customer Service,0.629776481,Sentiment,0.306592585,Other,0.020355078,Issue,0.016226486,Enhancement,0.011321414,Feature,0.008834337,Comparison,0.006893619,other,0
"So, if you get the 48"" version, you (or you and your friends) are going to have to unpack it, get it on the stand, and set it up.",Sentiment,0.987792159,Feature,0.005253303,Other,0.00265803,Comparison,0.001344424,Customer Service,0.001239527,Issue,0.000907676,Enhancement,0.000804882,other,0
"If you want it set up for you, consider a larger model if buying from Amazon or local delivery from a store that will bring it to your place and set it up.",Sentiment,0.726219497,Other,0.228965216,Customer Service,0.014309826,Enhancement,0.012306637,Comparison,0.006557145,Feature,0.006147951,Issue,0.005493729,other,0
Two more things about having it just delivered and dropped off.,Sentiment,0.413014746,Other,0.226820355,Enhancement,0.124565706,Issue,0.099263595,Feature,0.072500799,Comparison,0.036727355,Customer Service,0.027107444,other,0
"First, it is shipped in the original box.",Sentiment,0.597342871,Issue,0.22527189,Other,0.080266017,Feature,0.038449629,Customer Service,0.027441661,Enhancement,0.017324469,Comparison,0.013903462,other,0
"So, if you have a signature waiver on file with the company delivering it, anyone going by your place will be able to easily see what it is if you aren't home when it is delivered.",Sentiment,0.942882448,Customer Service,0.031776232,Enhancement,0.012628342,Other,0.00464376,Feature,0.003134277,Issue,0.00277133,Comparison,0.002163612,other,0
"Second, if it is defective, you'll need to schedule to have it picked back up some other day.",Sentiment,0.982069789,Customer Service,0.006485781,Other,0.005029672,Issue,0.002432966,Enhancement,0.001837632,Feature,0.00108488,Comparison,0.001059279,other,0
"With Enhanced Delivery, the crew will unpack it, inspect it, set it up, and make sure it works - if there's any problems, they'll pack it back up and take it away right then and there.",Sentiment,0.836153814,Customer Service,0.08237884,Other,0.03754464,Issue,0.017716462,Enhancement,0.014043334,Feature,0.006836862,Comparison,0.005326048,other,0
"If UPS delivers it, they'll be long gone before you get it out of the box.",Sentiment,0.901768872,Enhancement,0.051033746,Other,0.017934507,Issue,0.010036088,Feature,0.008710597,Customer Service,0.00634031,Comparison,0.004175879,other,0
Broken TVs happen (two of my past five delivered from Amazon have been).,Other,0.777664252,Sentiment,0.127354976,Issue,0.065173,Customer Service,0.008242589,Enhancement,0.007927952,Feature,0.00700422,Comparison,0.006633011,other,1
"Amazon will make it right without question, so to me, it comes down to how much hassle it is to physically get it returned.",Other,0.950430364,Customer Service,0.0292855,Sentiment,0.007074326,Enhancement,0.006132462,Issue,0.002927963,Feature,0.002119886,Comparison,0.0020295,other,1
They recommend working it out with the store or shipping company.,Customer Service,0.986976432,Other,0.003007607,Issue,0.002922206,Sentiment,0.002345623,Enhancement,0.002103296,Feature,0.00155101,Comparison,0.001093825,other,0
"Reasonable on the face of it, perhaps, but I doubt UPS is going to compensate someone for a defective TV when the shipping box looks fine.",Sentiment,0.939328672,Other,0.019804707,Feature,0.014145099,Issue,0.010102842,Customer Service,0.006227773,Comparison,0.005299071,Enhancement,0.005091834,other,0
That sounds like a nightmare trying to prove they did anything wrong.,Sentiment,0.942667286,Other,0.033619267,Customer Service,0.006080381,Feature,0.00578281,Enhancement,0.004818641,Comparison,0.004092928,Issue,0.002938687,other,0
"If I had purchased this from Amazon, I would simply ship it back and maybe ask for a replacement.",Other,0.978869003,Customer Service,0.007172305,Sentiment,0.00567118,Enhancement,0.00397466,Issue,0.00171885,Feature,0.001325353,Comparison,0.00126865,other,1
"No fuss, no muss.",Other,0.859328913,Sentiment,0.054991679,Issue,0.04026181,Enhancement,0.014357314,Feature,0.013338792,Customer Service,0.010129024,Comparison,0.007592467,other,1
Amazon is awesome in customer service.,Customer Service,0.984597594,Other,0.007337812,Feature,0.002755897,Enhancement,0.002176866,Sentiment,0.001082934,Issue,0.001033364,Comparison,0.001015533,other,0
"If you're buying this from a third party, this is just something more to think about because they might also claim that it happened in shipping and isn't their responsibility.",Customer Service,0.721208692,Sentiment,0.151208874,Other,0.031702507,Enhancement,0.030787734,Issue,0.024718336,Feature,0.024073441,Comparison,0.016300417,other,0
"So, please consider that if you decide to buy.",Other,0.927166044,Sentiment,0.041943394,Enhancement,0.012876338,Customer Service,0.007043885,Comparison,0.004072071,Feature,0.004025961,Issue,0.002872307,other,1
Push this button.,Sentiment,0.576599389,Other,0.224489219,Enhancement,0.08740108,Feature,0.054269283,Comparison,0.020486252,Customer Service,0.020179946,Issue,0.01657483,other,0
The tech determined it was a defective screen and they would order another one.,Issue,0.623180545,Enhancement,0.154214022,Other,0.079244331,Customer Service,0.077643273,Sentiment,0.027340324,Feature,0.022847661,Comparison,0.015529844,Customer Service,0
The tech also told me I should just contact Samsung and see if they can just let me replace the TV at Best Buy.,Customer Service,0.453026613,Sentiment,0.41501328,Other,0.093523589,Comparison,0.011948777,Enhancement,0.011098011,Feature,0.008799921,Issue,0.006589809,Customer Service,1
"With Enhanced Delivery, the crew will unpack it, inspect it, set it up, and make sure it works - if there's any problems, they'll pack it back up and take it away right then and there.",Sentiment,0.836153814,Customer Service,0.08237884,Other,0.03754464,Issue,0.017716462,Enhancement,0.014043334,Feature,0.006836862,Comparison,0.005326048,customer Service,0
"The response was pretty much a canned response that seemed typical of if the customer mentions X anywhere, push this button.",Customer Service,0.910956012,Feature,0.035058107,Other,0.026905661,Enhancement,0.010476127,Sentiment,0.007316701,Comparison,0.005110105,Issue,0.004177288,customer Service,1
"Here's what you need to know - their warranty doesn't cover concealed damage that might have occurred in shipping, which is what they call it if the TV is defective but the box looks fine.",Feature,0.549165518,Customer Service,0.192621673,Sentiment,0.105219734,Enhancement,0.06436739,Issue,0.038639055,Other,0.033029797,Comparison,0.016956833,customer Service,0
"Also consider this - Samsung was actually the store that provided this TV, but they still don't consider it something they need to deal with.",Sentiment,0.837841266,Enhancement,0.058014365,Customer Service,0.038331907,Other,0.032623211,Comparison,0.014459227,Feature,0.012298781,Issue,0.006431244,customer Service,0
I am even considering contacting consumer protection agencies - it appears to me to be that important.,Sentiment,0.981649371,Customer Service,0.007681488,Other,0.0043094,Feature,0.002374656,Enhancement,0.00159939,Comparison,0.001268359,Issue,0.001117336,customer Service,0
"Instead of returning it, since I had thrown away the box, I decided to call Samsung and use the warranty.",Customer Service,0.962079783,Other,0.012775778,Sentiment,0.008186394,Issue,0.005245634,Comparison,0.004852723,Enhancement,0.004489243,Feature,0.002370445,customer Service,1
"For issues like mine they transfer you to ""executive customer service"" which is exactly the same thing except they're not off shore.",Customer Service,0.98883285,Other,0.004686647,Enhancement,0.00163258,Sentiment,0.001490018,Comparison,0.001414888,Issue,0.001179453,Feature,0.000763564,Customer Service,1
"I contacted Samsung about the issues to see how they'd handle it, sent them photos of the misshapen parts, and I was very clear that it was from Vine and that I didn't expect a new TV.",Sentiment,0.868964531,Customer Service,0.078514793,Enhancement,0.020429091,Other,0.00972121,Comparison,0.008034888,Feature,0.007282265,Issue,0.007053221,CUSTomer Service,0
"If you're buying this from a third party, this is just something more to think about because they might also claim that it happened in shipping and isn't their responsibility.",Customer Service,0.721208692,Sentiment,0.151208874,Other,0.031702507,Enhancement,0.030787734,Issue,0.024718336,Feature,0.024073441,Comparison,0.016300417,Customer Service,1
"The picture quality is great, but this review is about basic safety IF you plan to use the base to mount your TV on a cabinet top or a table.",Feature,0.985927068,Sentiment,0.006315903,Comparison,0.002573817,Enhancement,0.001742039,Issue,0.001397199,Other,0.001175056,Customer Service,0.000868919,Feature,1
IT IS DANGEROUS and needs to be recalled by Samsung.,Enhancement,0.685228864,Customer Service,0.234985998,Sentiment,0.029910745,Other,0.017404114,Feature,0.015107435,Comparison,0.00990689,Issue,0.007455954,Enhancement,1
"I noticed how small the base mounting screws were, but I assumed the engineering was sufficient not to worry about the screws being strong enough - WRONG!",Sentiment,0.555746945,Feature,0.160864688,Issue,0.11490839,Other,0.082614926,Enhancement,0.04987327,Customer Service,0.018434884,Comparison,0.017556897,Feature,0
My TV fell to the floor and the front screen cracked.,Issue,0.946515494,Feature,0.029046916,Sentiment,0.012101803,Comparison,0.004315126,Other,0.002934535,Enhancement,0.002587612,Customer Service,0.002498514,Issue,1
I decided to work on getting this base recalled and potential buyers warned.,Sentiment,0.532412256,Other,0.24059644,Customer Service,0.121602128,Comparison,0.042918727,Issue,0.026462704,Enhancement,0.021496291,Feature,0.014511456,Enhancement,0
"Now, to be fair to both Amazon and Samsung, I was very impressed by the picture quality.",Feature,0.980673245,Sentiment,0.00714506,Comparison,0.005660824,Other,0.002578384,Customer Service,0.001605185,Enhancement,0.001188213,Issue,0.001149089,Feature,1
"This review is not about the quality of the screen or the electronics, it is about safety.",Feature,0.48676085,Sentiment,0.242605761,Other,0.148731273,Issue,0.060232009,Enhancement,0.02439228,Comparison,0.022449934,Customer Service,0.014827893,Enhancement,0
"I will be working with Amazon, Square Deal and Samsung to get these TV's recalled for the weak base design.",Other,0.526628225,Customer Service,0.17681407,Enhancement,0.143821142,Sentiment,0.082970022,Feature,0.035651612,Comparison,0.017859394,Issue,0.016255535,Feature,0
"A 65"" TV is heavy and could hurt anyone.",Feature,0.935595268,Enhancement,0.02010025,Comparison,0.01481428,Sentiment,0.010430059,Issue,0.008230777,Customer Service,0.006397976,Other,0.004431391,Feature,1
"I really like Samsung products, but this design is a big disappointment to me.",Sentiment,0.457186121,Comparison,0.230527347,Feature,0.124141792,Other,0.080879093,Customer Service,0.055173595,Enhancement,0.032900829,Issue,0.019191224,Feature,0
"The TV would power on and I could hear menu option clicks, but absolutely no screen.",Enhancement,0.814464855,Issue,0.136160473,Sentiment,0.017083614,Feature,0.013758734,Customer Service,0.007080226,Other,0.006902432,Comparison,0.004549665,Issue,0
The tech determined it was a defective screen and they would order another one.,Issue,0.623180545,Enhancement,0.154214022,Other,0.079244331,Customer Service,0.077643273,Sentiment,0.027340324,Feature,0.022847661,Comparison,0.015529844,Issue,1
"The box has an obvious ""punch hole"" in the side.",Issue,0.754310814,Feature,0.17088818,Sentiment,0.03005826,Comparison,0.016097596,Other,0.010873875,Enhancement,0.009489647,Customer Service,0.008281629,Issue,1
The tech also told me I should just contact Samsung and see if they can just let me replace the TV at Best Buy.,Customer Service,0.453026613,Sentiment,0.41501328,Other,0.093523589,Comparison,0.011948777,Enhancement,0.011098011,Feature,0.008799921,Issue,0.006589809,Feature,0
"It's off shore of course, so that is what it is.",Feature,0.898611812,Other,0.054381028,Sentiment,0.024913519,Enhancement,0.006364357,Issue,0.006162372,Comparison,0.005596311,Customer Service,0.003970602,Feature,1
Anything is probably better than Samsung.,Comparison,0.980634275,Feature,0.00748309,Sentiment,0.005125588,Enhancement,0.002491371,Customer Service,0.001774808,Other,0.001354389,Issue,0.001136478,Feature,0
Fantastic picture once you set the specs.,Feature,0.984543268,Sentiment,0.00467653,Comparison,0.003153995,Other,0.002335376,Customer Service,0.002258387,Issue,0.001925818,Enhancement,0.001106626,Feature,1
Big but easy to place on stand you will need 2 people to stand it up.,Sentiment,0.803158293,Other,0.155426176,Customer Service,0.012425499,Feature,0.010685285,Enhancement,0.008107098,Issue,0.005584671,Comparison,0.004612978,Feature,0
Lights on the corners and blue dots.,Issue,0.988541058,Feature,0.004106572,Enhancement,0.002543468,Other,0.001709043,Comparison,0.001188723,Customer Service,0.001088085,Sentiment,0.000823051,Feature,0
Samsung must have a bad batch.,Other,0.965217518,Comparison,0.008818227,Sentiment,0.008796079,Customer Service,0.005999628,Enhancement,0.005216335,Feature,0.003893472,Issue,0.00205874,Issue,0
Two TVs bad is just unacceptable.,Feature,0.475851192,Comparison,0.229485015,Sentiment,0.20066663,Other,0.051900369,Issue,0.015248078,Enhancement,0.013876428,Customer Service,0.012972289,Issue,0
"I previously had a 50 inch Panasonic Plasma TV that I was very fond of, and was concerned with finding something that would be equivalent (or better?)",Enhancement,0.89245632,Feature,0.038038143,Sentiment,0.023983132,Comparison,0.023586912,Other,0.009195018,Customer Service,0.006406765,Issue,0.00633371,Feature,0
"I was skeptical of LED(LCD) technology, and on paper, this TV appeared to match what I was looking for, with enhanced picture quality features.",Feature,0.846334051,Sentiment,0.118152132,Comparison,0.014433343,Issue,0.008464075,Other,0.007096808,Enhancement,0.004263777,Customer Service,0.001255814,Feature,1
"Not a large topic, but just note that the 48"" model (at least at the moment) does not have Enhanced Delivery.",Sentiment,0.64067299,Other,0.235209817,Enhancement,0.045894858,Issue,0.029989468,Comparison,0.019698289,Feature,0.017881548,Customer Service,0.01065303,Feature,0
"First, it is shipped in the original box.",Sentiment,0.597342871,Issue,0.22527189,Other,0.080266017,Feature,0.038449629,Customer Service,0.027441661,Enhancement,0.017324469,Comparison,0.013903462,Issue,0
"With Enhanced Delivery, the crew will unpack it, inspect it, set it up, and make sure it works - if there's any problems, they'll pack it back up and take it away right then and there.",Sentiment,0.836153814,Customer Service,0.08237884,Other,0.03754464,Issue,0.017716462,Enhancement,0.014043334,Feature,0.006836862,Comparison,0.005326048,Feature,0
"Overall, the hardware is designed more for a dark room than it is for rooms with windows, lamps, and other sources of ambient lighting.",Enhancement,0.61552221,Feature,0.26908738,Comparison,0.047997267,Issue,0.022138579,Sentiment,0.021497998,Other,0.014525812,Customer Service,0.009230754,Feature,0
"It does have some very nice aspects, though, such as being thin and having a nice layout for the connections on the back.",Enhancement,0.789570158,Feature,0.125846204,Other,0.030506009,Sentiment,0.019061135,Issue,0.015788706,Comparison,0.012668936,Customer Service,0.006558851,Feature,0
"I think that the shiny bezel is distracting, and I wish that the power/navigation button on the back was more conveniently located.",Enhancement,0.951497633,Feature,0.017035288,Sentiment,0.011854633,Issue,0.01009468,Comparison,0.004174107,Customer Service,0.003073764,Other,0.002269894,Enhancement,1
"The response was pretty much a canned response that seemed typical of if the customer mentions X anywhere, push this button.",Customer Service,0.910956012,Feature,0.035058107,Other,0.026905661,Enhancement,0.010476127,Sentiment,0.007316701,Comparison,0.005110105,Issue,0.004177288,Feature,0
"Here's what you need to know - their warranty doesn't cover concealed damage that might have occurred in shipping, which is what they call it if the TV is defective but the box looks fine.",Feature,0.549165518,Customer Service,0.192621673,Sentiment,0.105219734,Enhancement,0.06436739,Issue,0.038639055,Other,0.033029797,Comparison,0.016956833,Feature,1
"Also consider this - Samsung was actually the store that provided this TV, but they still don't consider it something they need to deal with.",Sentiment,0.837841266,Enhancement,0.058014365,Customer Service,0.038331907,Other,0.032623211,Comparison,0.014459227,Feature,0.012298781,Issue,0.006431244,Feature,0
Plenty of connectivity.,Other,0.609369677,Enhancement,0.183826041,Feature,0.084386892,Sentiment,0.048403508,Issue,0.041346834,Comparison,0.018423502,Customer Service,0.014243546,Feature,0
"Most connections are not on the TV itself, they are located on the mini connect box.",Feature,0.546345778,Other,0.224516936,Sentiment,0.100493833,Enhancement,0.072021664,Issue,0.024679024,Comparison,0.017453528,Customer Service,0.014489236,Feature,1
"Very convenient, but I wish there was at least one HDMI on the TV itself.",Enhancement,0.571522654,Sentiment,0.360067935,Feature,0.03535493,Customer Service,0.008793051,Issue,0.008520791,Other,0.008256962,Comparison,0.007483677,Enhancement,1
My wife was holding onto the edge of the screen frame to steady the TV as it appeared shaky.,Issue,0.891454367,Sentiment,0.080230846,Enhancement,0.008652668,Feature,0.006941983,Comparison,0.006053956,Customer Service,0.003489076,Other,0.003177106,Enchnacement,0
I am even considering contacting consumer protection agencies - it appears to me to be that important.,Sentiment,0.981649371,Customer Service,0.007681488,Other,0.0043094,Feature,0.002374656,Enhancement,0.00159939,Comparison,0.001268359,Issue,0.001117336,Feature,0
"Instead of returning it, since I had thrown away the box, I decided to call Samsung and use the warranty.",Customer Service,0.962079783,Other,0.012775778,Sentiment,0.008186394,Issue,0.005245634,Comparison,0.004852723,Enhancement,0.004489243,Feature,0.002370445,Feature,0
We take the screen out and sure enough it's cracked and dented.,Issue,0.664747372,Sentiment,0.219514046,Other,0.069951563,Enhancement,0.013942816,Feature,0.013019705,Customer Service,0.010545789,Comparison,0.008278709,Issue,1
"For issues like mine they transfer you to ""executive customer service"" which is exactly the same thing except they're not off shore.",Customer Service,0.98883285,Other,0.004686647,Enhancement,0.00163258,Sentiment,0.001490018,Comparison,0.001414888,Issue,0.001179453,Feature,0.000763564,Feature,0
I had plasma but wanted to move up to bigger size.,Enhancement,0.750853657,Sentiment,0.18274816,Feature,0.031461133,Customer Service,0.010403707,Comparison,0.009569642,Issue,0.008746509,Other,0.006217191,Feature,0
The second one has clouds/lights in the corners so bad it looks like I'm looking thru one of those videos replicating someone drunk.,Sentiment,0.668749932,Issue,0.216175959,Other,0.054665144,Feature,0.029102433,Comparison,0.015068036,Enhancement,0.008551057,Customer Service,0.007687439,Issue,0
options available.,Other,0.806280304,Feature,0.106636831,Sentiment,0.037207329,Enhancement,0.024220899,Comparison,0.00961645,Customer Service,0.008403602,Issue,0.007634584,Feature,0
